listing_url,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,address,zipcode,neighborhood,lat_lng
https://www.airbnb.com/rooms/182450,within an hour,100.0,63.0,0,0,Richmond,45.50529,-122.63201,Entire home/apt,4,1.5,2.0,2.0,77.0,5,29,0,2021-07-27,4.88,4.83,4.54,4.96,5.0,5.0,4.83,0.23,3230 SE Caruthers St,97214,Richmond,"45.50529, -122.63201"
https://www.airbnb.com/rooms/195632,within an hour,100.0,100.0,1,1,Boise,45.55083,-122.67567,Entire home/apt,4,1.0,1.0,3.0,102.0,28,365,1,2021-12-02,4.68,4.8,4.74,4.86,4.89,4.88,4.62,0.68,Wanderlust + Wildhearts,97227,Boise,"45.55083, -122.67567"
https://www.airbnb.com/rooms/205616,within an hour,100.0,95.0,0,1,Irvington,45.53689,-122.64977,Entire home/apt,14,3.5,6.0,6.0,317.0,3,365,0,2021-10-31,4.69,4.74,4.63,4.85,4.83,4.94,4.53,1.1,1927 NE 16th Ave,97212,Irvington,"45.53689, -122.64977"
https://www.airbnb.com/rooms/218708,within a few hours,100.0,78.0,0,1,Kerns,45.5236,-122.63458,Entire home/apt,2,1.0,1.0,2.0,92.0,2,365,3,2021-12-12,4.8,4.81,4.82,4.86,4.9,4.9,4.75,1.7,2954 NE Couch St,97232,Kerns,"45.5236, -122.63458"
https://www.airbnb.com/rooms/317797,within an hour,100.0,57.0,0,1,Mt. Tabor,45.51203,-122.61079,Entire home/apt,3,1.0,1.0,1.0,43.0,30,150,0,2021-08-28,4.75,4.86,4.91,4.94,4.89,4.86,4.69,0.31,5017 SE Hawthorne Blvd,97215,Mt. Tabor,"45.51203, -122.61079"
https://www.airbnb.com/rooms/332420,within a few hours,100.0,86.0,1,1,Sunnyside,45.518,-122.6322,Entire home/apt,5,1.0,2.0,2.0,236.0,4,1125,0,2021-08-26,5.0,4.97,4.94,4.97,5.0,4.97,4.94,0.32,3203 Southeast Alder Street,97214,Sunnyside,"45.518, -122.6322"
https://www.airbnb.com/rooms/332585,within an hour,100.0,92.0,0,1,Mt. Tabor,45.51431,-122.6097,Entire home/apt,2,1.0,1.0,1.0,75.0,2,30,1,2021-12-01,4.73,4.83,4.88,4.91,4.89,4.88,4.8,3.03,5123 Southeast Salmon Street,97215,Mt. Tabor,"45.51431, -122.6097"
https://www.airbnb.com/rooms/362775,within an hour,100.0,100.0,1,1,Concordia,45.56325,-122.63446,Entire home/apt,2,1.0,1.0,1.0,126.0,2,1125,5,2021-12-14,4.76,4.72,4.85,4.91,4.83,4.91,4.66,2.6,5524 NE 30th Ave,97211,Concordia,"45.56325, -122.63446"
https://www.airbnb.com/rooms/365283,within an hour,100.0,100.0,0,1,King,45.55975,-122.66076,Entire home/apt,2,1.0,1.0,1.0,75.0,30,1125,0,2018-01-30,4.79,4.82,4.89,4.9,4.9,4.37,4.71,1.21,5017 N/ NE Grand Ave,97211,King,"45.55975, -122.66076"
https://www.airbnb.com/rooms/383701,within an hour,100.0,99.0,1,1,Sellwood-Moreland Improvement League,45.46846,-122.65395,Entire home/apt,4,1.0,1.0,4.0,86.0,2,92,2,2021-12-17,4.92,4.97,4.96,4.99,4.98,4.94,4.86,2.71,1146 Southeast Lambert Street,97202,Sellwood-Moreland,"45.46846, -122.65395"
https://www.airbnb.com/rooms/386687,within an hour,100.0,100.0,1,1,Multnomah,45.4692,-122.71497,Entire home/apt,2,1.0,1.0,1.0,12.0,2,90,2,2021-12-05,4.83,4.79,4.86,4.9,4.91,4.94,4.7,1.52,3637 SW Canby St,97219,Multnomah,"45.4692, -122.71497"
https://www.airbnb.com/rooms/399890,within a day,100.0,70.0,1,1,Marshall Park,45.45754,-122.69222,Entire home/apt,6,1.0,2.0,2.0,185.0,3,1125,0,2021-09-20,4.89,4.92,4.98,4.98,4.95,4.89,4.87,0.9,1452 SW Taylors Ferry Rd,97219,Marshall Park,"45.45754, -122.69222"
https://www.airbnb.com/rooms/402130,within a few hours,100.0,78.0,0,1,Kerns,45.52949,-122.63449,Entire home/apt,2,1.0,1.0,2.0,96.0,2,365,3,2021-12-14,4.76,4.79,4.71,4.88,4.87,4.9,4.76,1.67,909 NE 30th Ave,97232,Kerns,"45.52949, -122.63449"
https://www.airbnb.com/rooms/402191,within a few hours,100.0,78.0,0,1,Kerns,45.52671,-122.63666,Entire home/apt,2,1.0,1.0,1.0,92.0,2,365,1,2021-12-12,4.72,4.79,4.71,4.85,4.84,4.88,4.7,2.2,2819 NE Glisan St,97232,Kerns,"45.52671, -122.63666"
https://www.airbnb.com/rooms/413956,within a few hours,100.0,100.0,1,1,Overlook,45.56557,-122.67893,Entire home/apt,5,1.0,2.0,3.0,118.0,3,12,1,2021-11-27,4.7,4.62,4.73,4.87,4.95,4.61,4.68,1.28,5835 North Minnesota Avenue,97217,Overlook,"45.56557, -122.67893"
https://www.airbnb.com/rooms/448195,within an hour,100.0,100.0,1,1,Rose City Park,45.5474,-122.61376,Entire home/apt,8,2.0,4.0,5.0,256.0,3,300,1,2021-12-07,4.89,4.87,4.82,4.95,4.92,4.83,4.67,1.78,3325 Northeast 48th Avenue,97213,Rose City,"45.5474, -122.61376"
https://www.airbnb.com/rooms/483452,within an hour,100.0,100.0,0,1,Northwest District,45.52375,-122.69263,Entire home/apt,5,1.5,3.0,2.0,304.0,30,1125,0,2017-03-20,4.86,4.88,4.85,4.93,4.93,4.9,4.71,1.31,2011 W Burnside St,97209,Northwest District,"45.52375, -122.69263"
https://www.airbnb.com/rooms/522334,within an hour,100.0,100.0,1,1,Sellwood-Moreland Improvement League,45.47402,-122.6439,Entire home/apt,2,1.0,1.0,1.0,75.0,3,30,3,2021-12-06,4.96,4.97,4.9,4.98,4.96,4.92,4.96,3.64,7005 Southeast 21st Avenue,97202,Sellwood-Moreland,"45.47402, -122.6439"
https://www.airbnb.com/rooms/525395,within an hour,100.0,96.0,0,1,South Portland,45.47187,-122.67422,Entire home/apt,8,3.0,4.0,5.0,399.0,2,90,2,2021-11-27,4.24,4.55,4.0,4.95,4.9,4.75,4.25,0.2,7305 SW Virginia Ave,97219,South Portland,"45.47187, -122.67422"
https://www.airbnb.com/rooms/531553,within an hour,100.0,98.0,1,1,Boise,45.55232,-122.67048,Entire home/apt,2,1.0,1.0,1.0,106.0,2,30,3,2021-12-12,4.91,4.93,4.89,4.99,4.99,4.93,4.91,2.68,4015 N Haight Ave,97227,Boise,"45.55232, -122.67048"
https://www.airbnb.com/rooms/543988,within an hour,100.0,90.0,1,1,Laurelhurst,45.52417,-122.61865,Entire home/apt,2,1.0,1.0,1.0,95.0,2,30,4,2021-12-11,4.91,4.91,4.96,4.93,4.93,4.96,4.88,2.32,4232 NE Couch St,97213,Laurelhurst,"45.52417, -122.61865"
https://www.airbnb.com/rooms/548557,within an hour,100.0,56.0,0,1,Concordia,45.56995,-122.63151,Entire home/apt,4,1.0,1.0,2.0,109.0,2,1125,0,2021-09-06,4.81,4.92,4.8,4.9,4.88,4.75,4.68,1.08,6452 Northeast 32nd Place,97211,Concordia,"45.56995, -122.63151"
https://www.airbnb.com/rooms/557948,within a few hours,100.0,100.0,1,1,Hosford-Abernethy,45.50857,-122.64463,Entire home/apt,6,2.0,2.0,2.0,614.0,7,7,0,2019-08-03,5.0,5.0,4.86,5.0,5.0,4.86,4.93,0.15,1974 SE 20th Ave,97214,Hosford-Abernathy,"45.50857, -122.64463"
https://www.airbnb.com/rooms/580155,within an hour,100.0,100.0,1,1,Eliot,45.53912,-122.66097,Entire home/apt,3,1.0,1.0,1.0,111.0,2,1125,1,2021-11-29,4.93,4.96,4.96,4.96,4.93,4.63,4.8,0.4,433 Northeast Thompson Street,97212,Eliot,"45.53912, -122.66097"
https://www.airbnb.com/rooms/598726,within an hour,100.0,100.0,1,1,King,45.56597,-122.66389,Entire home/apt,16,2.0,4.0,11.0,45.0,1,44,0,2021-10-04,4.94,4.87,4.96,4.97,4.99,4.81,4.88,1.14,5919 Northeast Mallory Avenue,97211,King,"45.56597, -122.66389"
https://www.airbnb.com/rooms/635432,within a few hours,100.0,94.0,0,0,Bridlemile,45.49059,-122.72066,Entire home/apt,3,1.0,1.0,2.0,15.0,2,1125,1,2021-11-27,4.72,4.84,4.75,4.84,4.85,4.65,4.62,0.86,Bridlemile Creek,,Bridlemile,"45.49059, -122.72066"
https://www.airbnb.com/rooms/674866,within a day,100.0,84.0,1,1,Pearl,45.52667,-122.68242,Entire home/apt,6,1.5,2.0,4.0,125.0,30,1125,0,2021-11-01,4.75,4.69,4.81,4.75,4.88,4.81,4.88,0.39,Northwest 11th & Glisan,,Pearl,"45.52667, -122.68242"
https://www.airbnb.com/rooms/696955,within an hour,100.0,96.0,1,1,Vernon,45.55888,-122.64747,Entire home/apt,6,1.5,3.0,4.0,227.0,2,210,4,2021-12-12,4.92,4.88,4.89,4.93,4.93,4.95,4.84,1.16,1708 NE Alberta St,97211,Vernon,"45.55888, -122.64747"
https://www.airbnb.com/rooms/700371,within a few hours,100.0,0.0,0,1,Richmond,45.50524,-122.6356,Entire home/apt,5,1.0,2.0,2.0,175.0,30,1125,0,2019-12-26,4.73,4.74,4.65,4.98,4.96,4.98,4.76,0.53,2898 SE Caruthers St,97214,Richmond,"45.50524, -122.6356"
https://www.airbnb.com/rooms/714773,within a few hours,100.0,85.0,1,1,Northwest District,45.52837,-122.69799,Entire home/apt,2,1.0,1.0,1.0,57.0,30,1125,0,2021-10-30,4.78,4.87,4.87,4.93,4.97,4.98,4.71,1.17,2271 NW Johnson St,97210,Northwest District,"45.52837, -122.69799"
https://www.airbnb.com/rooms/775426,within an hour,100.0,97.0,1,1,King,45.55841,-122.65152,Entire home/apt,7,1.5,3.0,4.0,306.0,1,120,1,2021-12-05,4.91,4.92,4.92,4.94,4.92,4.95,4.71,1.74,4910 Northeast 14th Avenue,97211,King,"45.55841, -122.65152"
https://www.airbnb.com/rooms/784952,within a few hours,100.0,91.0,0,1,Overlook,45.56111,-122.68931,Entire home/apt,2,1.0,1.0,1.0,91.0,2,14,2,2021-12-04,4.78,4.9,4.88,4.97,4.86,4.83,4.8,2.85,2122 North Emerson Street,97217,Overlook,"45.56111, -122.68931"
https://www.airbnb.com/rooms/789798,within an hour,100.0,100.0,1,1,Ashcreek,45.45631,-122.73765,Entire home/apt,3,1.0,1.0,1.0,91.0,3,1125,2,2021-12-05,4.93,4.94,4.93,4.98,4.94,4.81,4.86,1.61,5931 SW Brugger St,97219,Ashcreek,"45.45631, -122.73765"
https://www.airbnb.com/rooms/798113,within a few hours,100.0,32.0,1,1,Irvington,45.53693,-122.65713,Entire home/apt,5,1.0,1.0,3.0,5.0,1,28,0,2021-01-31,4.91,4.94,4.88,4.93,4.93,4.84,4.9,1.26,1920 NE 8th Ave,97212,Irvington,"45.53693, -122.65713"
https://www.airbnb.com/rooms/801318,within an hour,100.0,97.0,1,1,Vernon,45.55845,-122.65,Entire home/apt,11,2.0,4.0,4.0,35.0,1,1125,2,2021-12-19,4.93,4.96,4.9,4.93,4.93,4.9,4.89,0.65,4905 NE 15th Ave,97211,Vernon,"45.55845, -122.65"
https://www.airbnb.com/rooms/816398,within an hour,100.0,33.0,0,0,Irvington,45.54488,-122.65757,Entire home/apt,2,1.0,1.0,1.0,84.0,30,90,0,2020-11-30,4.44,4.57,4.29,4.83,4.86,4.81,4.54,0.9,3033 Northeast 8th Avenue,97212,Irvington,"45.54488, -122.65757"
https://www.airbnb.com/rooms/838961,within an hour,100.0,100.0,1,0,Parkrose Heights,45.54385,-122.54355,Entire home/apt,2,1.0,1.0,1.0,79.0,7,1125,1,2021-11-24,4.87,4.95,4.82,5.0,4.91,4.68,4.86,0.27,11545 Northeast Morris Street,97220,Parkrose Heights,"45.54385, -122.54355"
https://www.airbnb.com/rooms/857046,within a few hours,92.0,64.0,1,1,Sabin,45.55676,-122.64885,Entire home/apt,2,3.0,1.0,1.0,47.0,30,180,0,2017-11-24,4.17,4.0,4.04,4.26,4.39,4.82,3.93,0.28,4621 Northeast 16th Avenue,97211,Sabin,"45.55676, -122.64885"
https://www.airbnb.com/rooms/871985,within an hour,100.0,96.0,1,1,Sabin,45.55565,-122.64951,Entire home/apt,2,1.0,1.0,1.0,11.0,1,1125,4,2021-12-12,4.95,4.98,5.0,4.99,4.98,4.93,4.89,4.6,1533 NE Prescott St,97211,Sabin,"45.55565, -122.64951"
https://www.airbnb.com/rooms/898771,within a day,93.0,75.0,1,1,King,45.55585,-122.66293,Entire home/apt,2,1.0,1.0,1.0,45.0,30,365,0,2020-06-30,4.87,4.95,4.81,4.9,4.93,4.84,4.77,3.19,4521 NE Garfield Ave,97211,King,"45.55585, -122.66293"
https://www.airbnb.com/rooms/921597,within a few hours,100.0,83.0,1,1,Pearl,45.52959,-122.68424,Entire home/apt,2,1.0,1.0,1.0,99.0,30,1125,0,2021-09-29,5.0,5.0,4.95,5.0,5.0,5.0,4.84,0.18,Benchmark Physical Therapy,97209,Pearl,"45.52959, -122.68424"
https://www.airbnb.com/rooms/927432,a few days or more,0.0,50.0,0,1,Humboldt,45.56463,-122.66894,Entire home/apt,5,2.5,3.0,2.0,139.0,30,90,0,2021-07-19,4.89,4.89,4.44,5.0,4.89,4.56,4.78,0.09,5751 N Vancouver Ave,97217,Humboldt,"45.56463, -122.66894"
https://www.airbnb.com/rooms/938257,within an hour,100.0,97.0,0,0,Boise,45.55039,-122.67497,Entire home/apt,2,1.0,1.0,1.0,83.0,2,1124,4,2021-12-12,4.74,4.84,4.82,4.92,4.93,4.94,4.67,4.6,3810 N Mississippi Ave,97227,Boise,"45.55039, -122.67497"
https://www.airbnb.com/rooms/942885,within an hour,100.0,100.0,1,1,Northwest District,45.52934,-122.69961,Entire home/apt,5,2.5,3.0,4.0,366.0,4,60,2,2021-12-05,4.85,4.84,4.76,4.95,4.95,4.97,4.69,1.72,2341 Northwest Kearney Street,97210,Northwest District,"45.52934, -122.69961"
https://www.airbnb.com/rooms/967959,within an hour,100.0,100.0,1,1,King,45.55715,-122.65553,Entire home/apt,4,1.0,1.0,2.0,95.0,1,1125,3,2021-12-05,4.9,4.9,4.91,4.97,4.96,4.92,4.81,5.21,1006 Northeast Wygant Street,97211,King,"45.55715, -122.65553"
https://www.airbnb.com/rooms/979746,within an hour,100.0,94.0,0,1,Northwest District,45.53024,-122.69821,Entire home/apt,3,1.0,1.0,1.0,111.0,1,1125,1,2021-11-22,4.72,4.82,4.69,4.96,4.95,4.98,4.73,3.45,1015 Northwest 22nd Avenue,97210,Northwest District,"45.53024, -122.69821"
https://www.airbnb.com/rooms/993073,within an hour,100.0,99.0,1,1,Hosford-Abernethy,45.50661,-122.64996,Entire home/apt,2,1.0,1.0,1.0,152.0,2,28,3,2021-12-19,4.94,4.96,4.92,4.95,4.96,4.95,4.86,2.65,2208 SE Orange Ave,97214,Hosford-Abernathy,"45.50661, -122.64996"
https://www.airbnb.com/rooms/997150,within an hour,100.0,99.0,1,1,Buckman,45.52238,-122.63828,Entire home/apt,2,1.0,1.0,1.0,11.0,1,1125,3,2021-12-08,4.83,4.91,4.77,4.98,4.96,4.98,4.78,3.84,2705 SE Ankeny St,97214,Buckman,"45.52238, -122.63828"
https://www.airbnb.com/rooms/1003617,within an hour,100.0,97.0,1,1,Concordia,45.55856,-122.63717,Entire home/apt,9,2.0,4.0,5.0,557.0,1,90,4,2021-12-06,4.96,4.97,4.94,4.98,4.99,4.93,4.79,2.38,4915 NE 28th Ave,97211,Concordia,"45.55856, -122.63717"
https://www.airbnb.com/rooms/1006381,within an hour,100.0,67.0,1,1,King,45.5622,-122.66176,Entire home/apt,2,1.0,1.0,1.0,115.0,60,120,0,2020-09-01,4.75,4.74,4.84,4.88,4.91,4.65,4.67,0.92,5329 NE Martin Luther King Jr Blvd,97211,King,"45.5622, -122.66176"
https://www.airbnb.com/rooms/1009218,within a few hours,100.0,56.0,1,1,Buckman,45.52286015330812,-122.64743386724032,Entire home/apt,2,1.0,1.0,1.0,11.0,3,1125,0,2021-11-08,4.95,4.89,4.88,4.98,4.99,4.91,4.86,1.1,East Burn,,Buckman,"45.52286015330812, -122.64743386724032"
https://www.airbnb.com/rooms/1086146,within an hour,100.0,90.0,1,1,Parkrose,45.55796,-122.55871,Entire home/apt,6,1.0,2.0,2.0,225.0,2,60,0,2021-10-24,4.78,4.87,4.85,4.98,4.96,4.24,4.66,1.46,4748 Northeast 101st Avenue,97220,Parkrose,"45.55796, -122.55871"
https://www.airbnb.com/rooms/1107789,within an hour,100.0,100.0,1,1,Buckman,45.51904,-122.64412,Entire home/apt,2,1.0,1.0,1.0,6.0,2,29,7,2021-12-15,4.98,4.99,4.98,4.99,4.98,4.93,4.96,6.08,2121 Southeast Stark Street,97214,Buckman,"45.51904, -122.64412"
https://www.airbnb.com/rooms/1119763,within an hour,100.0,99.0,1,0,Boise,45.55146,-122.67292,Entire home/apt,2,1.0,1.0,1.0,79.0,3,30,5,2021-12-16,5.0,4.99,4.99,4.99,4.98,5.0,4.96,4.21,3946 N Borthwick Ave,97227,Boise,"45.55146, -122.67292"
https://www.airbnb.com/rooms/1139014,within a day,100.0,0.0,1,1,Irvington,45.54286,-122.65712,Entire home/apt,4,2.0,3.0,2.0,13.0,30,365,0,2019-07-03,5.0,4.92,5.0,5.0,5.0,5.0,4.75,0.13,2744 NE 8th Ave,97212,Irvington,"45.54286, -122.65712"
https://www.airbnb.com/rooms/1151857,within a few hours,100.0,78.0,0,1,Kerns,45.52709,-122.63826,Entire home/apt,2,1.0,1.0,1.0,9.0,2,1125,1,2021-11-30,4.57,4.61,4.61,4.89,4.77,4.88,4.6,1.59,2717 NE Buxton St,97232,Kerns,"45.52709, -122.63826"
https://www.airbnb.com/rooms/1170813,a few days or more,0.0,50.0,1,1,Cully,45.5597,-122.6175,Entire home/apt,2,1.0,1.0,1.0,95.0,1,1125,0,2020-03-07,4.89,4.93,4.92,4.95,4.92,4.74,4.82,3.67,4428 NE Sumner St,97218,Cully,"45.5597, -122.6175"
https://www.airbnb.com/rooms/1194589,within an hour,100.0,100.0,1,1,Humboldt,45.56055,-122.66786,Entire home/apt,2,1.0,1.0,1.0,59.0,2,1125,0,2020-03-08,4.93,4.92,4.97,4.99,4.98,4.89,4.92,3.9,5224 N Vancouver Ave,97217,Humboldt,"45.56055, -122.66786"
https://www.airbnb.com/rooms/1213052,within an hour,100.0,100.0,1,1,Vernon,45.5585,-122.65001,Entire home/apt,8,2.0,4.0,5.0,368.0,2,30,1,2021-12-05,4.94,4.97,4.93,4.99,4.97,4.95,4.85,1.8,4915 NE 15th Ave,97211,Vernon,"45.5585, -122.65001"
https://www.airbnb.com/rooms/1242968,within an hour,100.0,99.0,1,1,Boise,45.55398,-122.67583,Entire home/apt,2,1.0,1.0,1.0,11.0,1,1125,2,2021-12-06,4.92,4.95,4.96,4.96,4.93,4.92,4.89,6.5,4135 North Mississippi Avenue,97217,Boise,"45.55398, -122.67583"
https://www.airbnb.com/rooms/1248994,within an hour,100.0,99.0,1,1,Irvington,45.54725,-122.65495,Entire home/apt,2,1.0,1.0,1.0,5.0,30,100,0,2021-10-26,4.95,4.95,4.98,4.96,4.98,4.84,4.93,0.84,3335 NE 11th Ave,97212,Irvington,"45.54725, -122.65495"
https://www.airbnb.com/rooms/1268133,within a few hours,100.0,98.0,1,0,King,45.55057,-122.65636,Entire home/apt,2,1.0,1.0,2.0,85.0,30,180,1,2021-12-17,4.8,4.98,4.64,4.96,4.96,4.89,4.86,0.54,914 NE Failing St,97212,King,"45.55057, -122.65636"
https://www.airbnb.com/rooms/1288320,within an hour,100.0,100.0,1,1,Eliot,45.54057,-122.66377,Entire home/apt,4,1.0,1.0,2.0,75.0,2,15,6,2021-12-15,4.73,4.85,4.87,4.92,4.9,4.81,4.76,4.42,2506 NE Rodney Ave,97212,Eliot,"45.54057, -122.66377"
https://www.airbnb.com/rooms/1297869,within an hour,100.0,100.0,1,1,Portland Downtown,45.51032,-122.68208,Entire home/apt,8,2.0,4.0,5.0,35.0,2,1125,1,2021-12-05,4.89,4.93,4.97,4.96,4.94,4.83,4.8,3.67,1880 SW 5th Ave,97201,Downtown,"45.51032, -122.68208"
https://www.airbnb.com/rooms/1313694,within a few hours,100.0,100.0,1,0,Boise,45.55014,-122.67192,Entire home/apt,4,1.0,2.0,3.0,129.0,30,300,0,2021-10-16,4.81,4.83,4.87,4.92,4.93,4.89,4.72,1.12,3738 N Kerby Ave,97227,Boise,"45.55014, -122.67192"
https://www.airbnb.com/rooms/1360216,within a few hours,100.0,85.0,1,1,Northwest District,45.52828,-122.69785,Entire home/apt,2,1.0,1.0,1.0,57.0,30,365,0,2021-11-13,4.85,4.94,4.91,4.98,4.97,4.98,4.79,3.88,2266 Northwest Johnson Street,,Northwest District,"45.52828, -122.69785"
https://www.airbnb.com/rooms/1360978,within an hour,100.0,97.0,1,1,Overlook,45.5614,-122.68409,Entire home/apt,2,1.0,1.0,1.0,2.0,2,27,0,2021-10-18,4.95,4.9,4.97,4.99,4.98,4.86,4.9,2.62,1625 North Emerson Street,97217,Overlook,"45.5614, -122.68409"
https://www.airbnb.com/rooms/1386922,within an hour,100.0,97.0,0,1,Humboldt,45.56328,-122.67523,Entire home/apt,2,1.0,1.0,1.0,75.0,1,1125,0,2021-11-05,4.59,4.73,4.73,4.9,4.89,4.65,4.52,1.58,5575 N Albina Ave,97217,Humboldt,"45.56328, -122.67523"
https://www.airbnb.com/rooms/1408895,within an hour,100.0,67.0,1,1,Roseway,45.54872,-122.58744,Entire home/apt,3,1.0,1.0,1.0,99.0,30,50,0,2021-10-08,4.83,4.85,4.91,4.92,4.88,4.71,4.73,0.69,7320 Northeast Sandy Boulevard,97213,Roseway,"45.54872, -122.58744"
https://www.airbnb.com/rooms/1411299,within an hour,100.0,94.0,1,1,Richmond,45.50152,-122.62856,Entire home/apt,3,1.0,1.0,2.0,94.0,2,21,2,2021-11-27,4.97,4.97,4.97,4.99,4.99,4.99,4.95,2.01,2926 Southeast 35th Avenue,97202,Richmond,"45.50152, -122.62856"
https://www.airbnb.com/rooms/1438618,within an hour,100.0,98.0,1,1,Cully,45.54883,-122.61489,Entire home/apt,4,1.0,2.0,2.0,137.0,2,21,2,2021-11-27,4.77,4.85,4.84,4.89,4.99,4.91,4.77,1.75,4703 WI/ NE Fremont St,97213,Cully,"45.54883, -122.61489"
https://www.airbnb.com/rooms/1529860,within an hour,100.0,91.0,1,1,Piedmont,45.56747,-122.66371,Entire home/apt,6,1.0,3.0,3.0,232.0,3,31,1,2021-11-28,4.91,4.94,4.78,4.98,4.95,4.87,4.88,1.12,6205 NE Mallory Ave,97211,Piedmont,"45.56747, -122.66371"
https://www.airbnb.com/rooms/1539452,within a day,100.0,91.0,1,0,Portland Downtown,45.51614,-122.68598,Entire home/apt,7,1.0,2.0,5.0,126.0,4,28,0,2021-11-01,4.54,4.51,4.47,4.9,4.84,4.84,4.55,1.45,1134 SW Jefferson St,97201,Downtown,"45.51614, -122.68598"
https://www.airbnb.com/rooms/1542659,within an hour,100.0,97.0,1,1,Eliot,45.5425,-122.66028,Entire home/apt,5,2.0,2.0,6.0,202.0,2,1125,1,2021-11-21,4.91,4.92,4.77,4.97,4.97,4.76,4.83,2.85,517 NE Knott St,97212,Eliot,"45.5425, -122.66028"
https://www.airbnb.com/rooms/1566659,within a few hours,100.0,100.0,0,1,Sunnyside,45.51641,-122.63326,Entire home/apt,2,1.0,1.0,1.0,99.0,30,1125,0,2021-11-19,4.63,4.79,4.68,4.85,4.78,4.98,4.68,1.05,3124 SE Belmont St,97214,Sunnyside,"45.51641, -122.63326"
https://www.airbnb.com/rooms/1646310,within an hour,100.0,57.0,0,1,Montavilla,45.51644,-122.57465,Entire home/apt,2,1.0,1.0,1.0,211.0,2,28,1,2021-11-28,4.7,4.78,4.63,4.87,4.83,4.66,4.72,0.65,8609 SE Yamhill St,97216,Montavilla,"45.51644, -122.57465"
