google_address,Predicted AirBNB Price,Zillow List Price,Bathrooms,Bedrooms,Zipcode,Neighborhood,Lat,Long
4629 Northeast 14th Place,67.41801793078508,519000,1.0,3.0,97211,Sabin,45.55688858,-122.6510162
4043 Northeast 32nd Place,88.0375640796277,559500,2.0,3.0,97212,Northeast Portland,45.5524826,-122.6320572
3944 Northeast 36th Avenue,88.0375640796277,640000,2.0,3.0,97212,Northeast Portland,45.55157852,-122.6264191
5230 Northeast 28th Avenue,186.07975289778636,599000,2.0,5.0,97211,Concordia,45.56073761,-122.6365662
3509 Northeast 22nd Avenue,88.0375640796277,640000,2.0,3.0,97212,Northeast Portland,45.5484314,-122.6433563
451 Northeast Sumner Street,161.05739184952716,625000,3.0,4.0,97211,King,45.5608139,-122.6604843
5223 Northeast 33rd Avenue,156.8084903812534,495000,3.0,4.0,97211,Concordia,45.56069946,-122.6309738
5135 Northeast 20th Avenue,146.48052852123402,650000,2.0,4.0,97211,Vernon,45.56018448,-122.6451187
5015 Northeast 34th Avenue,133.22800251304682,512500,2.0,4.0,97211,Concordia,45.55920792,-122.6299591
4833 Northeast 19th Avenue,117.20926600470105,637250,3.0,3.0,97211,Vernon,45.5582428,-122.6461105
5003 Northeast Mason Street,80.59067447210887,495000,2.0,3.0,97218,Cully,45.55256653,-122.6111832
4015 North Albina Avenue,110.80574836751774,650000,3.0,3.0,97227,North Portland,45.55241776,-122.6747665
6824 North Haight Avenue,116.76828721426003,500000,1.0,4.0,97217,North Portland,45.57243729,-122.669487
7216 North Kerby Avenue,87.49702469772703,540000,2.0,3.0,97217,North Portland,45.57539749,-122.6724701
6720 Northeast Mallory Avenue,11.632502246523131,510000,1.0,2.0,97211,Northeast Portland,45.57147217,-122.6630554
6842 Northeast 6th Avenue,94.94391430524587,488000,2.0,3.0,97211,Woodlawn,45.57250595,-122.6590347
6606 North Maryland Avenue,11.064786444780864,546500,1.0,2.0,97217,North Portland,45.57104492,-122.6806183
6916 Northeast Garfield Avenue,140.91649088420886,552000,2.0,4.0,97211,Northeast Portland,45.57278824,-122.6620712
6705 North Borthwick Avenue,87.49702469772703,515000,2.0,3.0,97217,North Portland,45.57120514,-122.6740952
6735 North Curtis Avenue,63.916536829520446,609000,1.0,3.0,97217,North Portland,45.57167435,-122.6985321
6004 North Burrage Avenue,140.3487750824666,620000,2.0,4.0,97217,North Portland,45.56652069,-122.694252
8285 North Hartman Street,111.45798244371584,649000,3.0,3.0,97203,North Portland,45.59851837,-122.7467194
13615 Northeast Brazee Court,216.83237716016487,480000,3.0,5.0,97230,Northeast Portland,45.54199982,-122.5224075
7308 North Macrum Avenue,64.29700670730267,546234,1.0,3.0,97203,North Portland,45.5839653,-122.7350235
4226 Northeast Rodney Avenue,31.773403211841426,601000,2.0,2.0,97211,King,45.55429459,-122.6643677
6356 North Oberlin Street,87.87749457550925,620000,2.0,3.0,97203,North Portland,45.58370972,-122.7328873
6632 North Syracuse Street,87.87749457550925,600000,2.0,3.0,97203,North Portland,45.58315277,-122.7366333
711 Northeast 111th Avenue,82.76193668723576,480000,2.0,3.0,97220,Hazelwood,45.52760696,-122.5487289
12460 Northwest Marshall Street,155.7123289000657,555000,3.0,4.0,97229,Cedar Mill,45.5307579,-122.8061066
5838 North Boston Avenue,141.663911251218,649000,2.0,4.0,97217,Overlook,45.56565094,-122.6910629
810 Northeast Failing Street,84.59797717673942,540000,2.0,3.0,97212,King,45.5506134,-122.6570587
2242 Southeast 45th Avenue,66.39883336536006,540000,1.0,3.0,97215,Richmond,45.50696945,-122.6158752
5953 Northeast 18th Avenue,93.62877813649446,650000,2.0,3.0,97211,Vernon,45.56604385,-122.6472092
16 Southeast 83rd Avenue,109.99188145837016,510000,3.0,3.0,97216,Montavilla,45.52244949,-122.5777283
7016 North Syracuse Street,156.21658717460062,562000,3.0,4.0,97203,Cathedral Park,45.58432007,-122.7410202
4035 North Haight Avenue,87.22526049931115,585000,2.0,3.0,97227,North Portland,45.55258942,-122.6704407
6047 Southwest Taylor Street,115.62236563753376,629000,3.0,3.0,97221,Southwest Portland,45.51571655,-122.7393951
14605 Northeast Broadway,223.20572936257548,579000,3.0,5.0,97230,Wilkes,45.53583145,-122.5125885
9665 Southwest 46th Avenue,92.09623060901035,585000,2.0,3.0,97219,Southwest Portland,45.45533752,-122.7246094
1380 Northwest 130th Avenue,79.28009064711955,620000,2.0,3.0,97229,Cedar Mill,45.52957153,-122.8105545
1738 Northeast 150th Avenue,41.069990340150184,490000,2.0,2.0,97230,Wilkes,45.53590012,-122.5066223
1339 Southwest Kari Lane,168.52846886195653,603000,3.0,4.0,97219,Southwest Portland,45.44806671,-122.6930008
5914 North Borthwick Avenue,140.3487750824666,630000,2.0,4.0,97217,North Portland,45.56582642,-122.6735992
10403 Southwest Luradel Street,144.94798099374992,538000,2.0,4.0,97219,Southwest Portland,45.4505806,-122.7434464
7913 North Chase Avenue,116.76828721426003,512500,1.0,4.0,97217,North Portland,45.58086777,-122.7047501
2331 Northeast 131st Avenue,140.4001389072187,560000,2.0,4.0,97230,Northeast Portland,45.54006577,-122.5284653
3826 Northeast Roselawn Street,209.66024076599297,640000,3.0,5.0,97211,Concordia,45.56070328,-122.6238022
7117 Southeast Pamrick Lane,162.16578467590105,575000,3.0,4.0,97267,North Clackamas,45.40291977,-122.590744
6421 Southwest Evelyn Street,92.09623060901035,575000,2.0,3.0,97219,Southwest Portland,45.45434189,-122.742897
6926 North Atlantic Avenue,11.064786444780864,575000,1.0,2.0,97217,North Portland,45.57299423,-122.6962204
3433 Northeast 59th Avenue,143.3912460613553,598000,2.0,4.0,97213,Rose City Park,45.54799652,-122.6027908
4724 Southwest Vacuna Street,93.91718838112769,480000,2.0,3.0,97219,West Portland Park,45.44159317,-122.7256927
16360 Northwest Rossetta Street,110.14440960379545,570000,3.0,3.0,97229,North Bethany,45.56761551,-122.845993
14103 Southeast Insley Street,165.4361973871467,506000,3.0,4.0,97236,Powellhurst-Gilbert,45.48392868,-122.5176773
5517 North Minnesota Avenue,88.81216086647844,505000,2.0,3.0,97217,Overlook,45.56295776,-122.6794891
5622 Southwest Idaho Street,82.53243162604781,500000,2.0,3.0,97221,Hayhurst,45.47675705,-122.735054
13555 Northwest Thompson Road,77.76262583702177,560000,2.0,3.0,97229,Bethany,45.54660797,-122.8164444
511 Northeast Ashley Street,171.37615255819202,640000,3.0,4.0,97211,Woodlawn,45.56755066,-122.6599884
2203 Southeast 85th Avenue,215.6953822278493,500000,3.0,5.0,97216,Montavilla,45.50716019,-122.5759583
9809 North Edison Street,79.78434892165447,505000,2.0,3.0,97203,Cathedral Park,45.59590912,-122.7648544
15140 Northeast Multnomah Street,93.92174072488977,505000,2.0,3.0,97230,Wilkes,45.53120041,-122.5068512
6332 Southwest Ash Creek Drive,156.73822492785322,600000,2.5,4.0,97219,Southwest Portland,45.46377182,-122.7420044
4718 North Lombard Street,99.66773850961255,530600,2.5,3.0,97203,North Portland,45.57934189,-122.7162476
3328 Northeast 74th Avenue,90.74182431796211,501000,2.0,3.0,97213,Roseway,45.5468483,-122.5865784
9302 North Allegheny Avenue,87.87749457550925,565000,2.0,3.0,97203,North Portland,45.59356689,-122.7447662
2911 Southwest Plum Court,162.05395233887268,610000,3.0,4.0,97219,Markham,45.45578003,-122.7064514
4020 Northeast 74th Avenue,90.74182431796211,535000,2.0,3.0,97213,Roseway,45.55202484,-122.5864792
9233 Southeast Harney Court,83.93976507067916,602900,2.0,3.0,97266,Lents,45.46294785,-122.5678177
4914 Northwest Huserik Drive,89.55286977112507,480000,2.5,3.0,97229,Bethany,45.55512619,-122.8295288
2940 Northeast 31st Avenue,76.24732014552441,650000,1.5,3.0,97212,Northeast Portland,45.54427338,-122.6334152
2932 Southwest Multnomah Boulevard,92.09623060901035,495975,2.0,3.0,97219,Southwest Portland,45.46572113,-122.7074203
1370 Northwest 88th Avenue,102.86057851532614,630000,3.0,3.0,97229,Cedar Mill,45.52941513,-122.7676773
6002 Northeast 33rd Avenue,80.37625212830724,500000,2.0,3.0,97211,Concordia,45.56662369,-122.6304398
2804 Southeast 17th Avenue,7.729352877496851,500000,1.0,2.0,97202,Hosford-Abernethy,45.50263977,-122.6484375
16397 Northwest Rossetta Street,110.14440960379545,575000,3.0,3.0,97229,North Bethany,45.56811905,-122.8460083
5245 Southwest Shattuck Road,82.53243162604781,590000,2.0,3.0,97221,Hayhurst,45.48596954,-122.7332764
11022 Southeast Stephens Street,91.77310258584238,520000,2.0,3.0,97216,Southeast Portland,45.50983429,-122.5499573
3125 Northeast 23rd Avenue,136.94390595811308,590000,2.0,4.0,97212,Irvington,45.54558563,-122.6424484
9540 North Central Street,64.29700670730267,490000,1.0,3.0,97203,North Portland,45.59613037,-122.757843
2302 Northeast 144th Avenue,93.92174072488977,500000,2.0,3.0,97230,Wilkes,45.53957367,-122.5136261
1916 Southeast 32nd Place,13.574259400462068,580000,1.0,2.0,97214,Richmond,45.50922012,-122.631279
4687 Northwest 126th Place,101.34311370522836,645000,3.0,3.0,97229,Bethany,45.55350494,-122.8068695
3449 Southwest Alice Street,168.52846886195653,639000,3.0,4.0,97219,Southwest Portland,45.45862198,-122.7127151
3831 Northeast 72nd Avenue,90.74182431796211,489900,2.0,3.0,97213,Roseway,45.55076599,-122.5895157
9025 North New York Avenue,87.87749457550925,491000,2.0,3.0,97203,North Portland,45.59427261,-122.7535324
4906 Southwest Coronado Street,92.09623060901035,485000,2.0,3.0,97219,Southwest Portland,45.44230652,-122.7273102
2308 Southeast 70th Avenue,115.38076687389055,622500,3.0,3.0,97215,Southeast Portland,45.50626373,-122.5904236
12621 Southeast Salmon Street,162.28046838512955,510000,3.0,4.0,97233,Mill Park,45.51501846,-122.5333557
6855 North Atlantic Avenue,11.064786444780864,550000,1.0,2.0,97217,North Portland,45.57258606,-122.6968536
3001 Southwest Dosch Road,220.83669084986434,600000,3.0,5.0,97239,Southwest Portland,45.5010643,-122.7128754
7066 North Williams Avenue,117.17294449695277,490000,1.0,4.0,97217,Northeast Portland,45.57429504,-122.6664963
5233 Southwest Dosch Road,67.97221434397201,526969,1.0,3.0,97239,Southwest Portland,45.48491669,-122.7098541
5506 Southeast Ramona Street,92.04486678425826,596885,2.0,3.0,97206,Southeast Portland,45.48070145,-122.6064987
16545 Northwest Argyle Way,130.61437622176135,580000,2.0,4.0,97229,Bethany,45.55673599,-122.8470917
9508 Southwest Jonathan Court,162.05395233887268,620000,3.0,4.0,97219,Markham,45.45649719,-122.7080917
433 Southeast 30th Avenue,160.8746982693292,645000,3.0,4.0,97214,Kerns,45.51945877,-122.6350632
1525 North Schofield Street,34.64527431298744,513000,2.0,2.0,97217,North Portland,45.58189774,-122.6827698
623 Southwest Sherman Street,92.58540616615893,515000,2.0,3.0,97201,Southwest Portland,45.50686264,-122.6849213
7623 Southwest 33rd Avenue,92.09623060901035,625000,2.0,3.0,97219,Southwest Portland,45.46936035,-122.7105331
15037 Northeast Pacific Street,93.92174072488977,535000,2.0,3.0,97230,Wilkes,45.52920151,-122.5078659
7434 Southwest Capitol Highway,139.25720634542353,540000,4.0,3.0,97219,Southwest Portland,45.47015381,-122.7073975
2217 Southeast Clinton Street,84.161591130443,587350,2.0,3.0,97202,Hosford-Abernethy,45.50354004,-122.6431885
6836 Northeast Grand Avenue,94.94391430524587,550000,2.0,3.0,97211,Woodlawn,45.57237244,-122.6600494
9930 Southwest 25th Avenue,92.09623060901035,600000,2.0,3.0,97219,Southwest Portland,45.4532814,-122.7020264
7826 Southwest Ruby Terrace,168.52846886195653,589900,3.0,4.0,97219,Southwest Portland,45.46597672,-122.6796875
8828 Southwest 52nd Avenue,115.67671847721694,604000,3.0,3.0,97219,Southwest Portland,45.46139908,-122.7300873
8620 North Portsmouth Avenue,140.72924496024882,579000,2.0,4.0,97203,North Portland,45.58552551,-122.721344
8335 Southwest 8th Avenue,39.244480224270774,575000,2.0,2.0,97219,Southwest Portland,45.46435928,-122.6868134
7927 North Edison Street,103.36483678986104,579000,3.0,3.0,97203,Cathedral Park,45.585186,-122.7506485
6309 Southwest Luradel Street,92.09623060901035,569000,2.0,3.0,97219,Southwest Portland,45.45084,-122.7418823
2292 Southeast 38th Avenue,90.00649765340822,600000,2.0,3.0,97214,Richmond,45.50617981,-122.6236496
7329 North Jordan Avenue,87.87749457550925,590000,2.0,3.0,97203,North Portland,45.5789566,-122.7207031
7016 Northwest Eleanor Avenue,162.99615998853503,590000,3.0,4.0,97229,North Bethany,45.57038498,-122.8316498
4516 Northeast 9th Avenue,8.192915343634851,625000,1.0,2.0,97211,King,45.55575943,-122.6563263
1712 Southwest Clay Street,29.61722371410086,580000,2.0,2.0,97201,Goose Hollow,45.5165062,-122.692421
9344 Southeast Harney Court,83.93976507067916,525000,2.0,3.0,97266,Lents,45.46240234,-122.5666428
2423 Northeast 12th Avenue,113.36341808990649,576000,1.0,4.0,97212,Irvington,45.54010773,-122.6538086
2926 Northeast 63rd Avenue,143.3912460613553,625000,2.0,4.0,97213,Rose City Park,45.5440979,-122.5980835
6128 Southwest Kruse Ridge Drive,168.52846886195653,650000,3.0,4.0,97219,Southwest Portland,45.43345642,-122.7408371
2419 North Ainsworth Street,87.49702469772703,550000,2.0,3.0,97217,North Portland,45.56655121,-122.6919937
16038 Southeast Nehalem Street,88.80163049285419,610000,2.0,3.0,97236,Pleasant Valley,45.46533203,-122.4978714
10829 Southwest 49th Avenue,93.91718838112769,527000,2.0,3.0,97219,West Portland Park,45.44715118,-122.7274017
2225 Northeast Everett Street,7.521046206288318,510000,1.0,2.0,97232,Kerns,45.52523041,-122.6428375
7920 North Foss Avenue,87.87749457550925,602000,2.0,3.0,97203,North Portland,45.58123016,-122.7099533
3345 Northeast 84th Avenue,87.82015272089501,550000,2.0,3.0,97220,Northeast Portland,45.54701996,-122.5770493
9640 Southwest 49th Avenue,115.67671847721694,495000,3.0,3.0,97219,Southwest Portland,45.45540619,-122.7270279
6949 North Knowles Avenue,34.64527431298744,530000,2.0,2.0,97217,North Portland,45.5730896,-122.6996613
247 Northeast 134th Place,106.07066035702647,511510,3.0,3.0,97230,Hazelwood,45.52466965,-122.5251617
11505 Southwest 58th Court,192.10895673016307,650000,4.0,4.0,97219,Southwest Portland,45.44261551,-122.7366714
416 Southwest Colony Drive,115.67671847721694,563500,3.0,3.0,97219,Southwest Portland,45.44620895,-122.6838837
6821 Southeast 76th Avenue,78.89350509674422,525000,2.0,3.0,97206,Brentwood-Darlington,45.47317123,-122.5857925
7936 North Wayland Avenue,164.30973282845542,635000,3.0,4.0,97203,North Portland,45.58145142,-122.7110291
1717 Northeast 28th Avenue,82.27119780125616,600000,2.0,3.0,97212,Grant Park,45.53554153,-122.6369019
3631 Northeast 142nd Avenue,124.28943922955425,610000,4.0,3.0,97230,Argay,45.54940414,-122.5169907
2590 Northwest Byrne Terrace,155.7123289000657,647000,3.0,4.0,97229,Cedar Mill,45.53844833,-122.79673
1652 Southeast Knapp Street,62.88230994709161,490000,3.0,2.0,97202,Southeast Portland,45.47142029,-122.6489029
3436 Northeast 78th Avenue,14.30958606501595,485000,1.0,2.0,97213,Roseway,45.54774857,-122.5825043
8525 North Burr Avenue,64.29700670730267,525000,1.0,3.0,97203,North Portland,45.58950043,-122.7410278
6971 North Curtis Avenue,163.92926295067318,543000,3.0,4.0,97217,North Portland,45.57343292,-122.6985245
5605 Southeast 65th Avenue,10.554412497652862,478000,1.0,2.0,97206,Mount Scott - Arleta,45.48239136,-122.5973587
1710 Southwest Broadway Drive,15.950839271866414,620000,1.0,2.0,97201,Southwest Hills,45.50543594,-122.6977005
6825 Northwest Dandelion Terrace,162.99615998853503,564000,3.0,4.0,97229,North Bethany,45.56878662,-122.8303909
1235 North Ainsworth Street,116.76828721426003,565000,1.0,4.0,97217,North Portland,45.56663895,-122.6799393
4296 Northwest Tamoshanter Way,77.76262583702177,596000,2.0,3.0,97229,Bethany,45.55114746,-122.8371964
3221 Southeast 75th Avenue,39.091952078845495,560000,2.0,2.0,97206,South Tabor,45.49895477,-122.5862198
6922-6924 North Fessenden Street,187.89022069666197,550000,4.0,4.0,97203,North Portland,45.59315109,-122.734848
6439 Northeast 35th Place,80.37625212830724,650000,2.0,3.0,97211,Concordia,45.56964874,-122.6279144
8005 Southwest Devon Lane,115.67671847721694,632500,3.0,3.0,97219,Southwest Portland,45.46637726,-122.7097931
4829 Southeast Sherman Street,13.547082980620473,535000,1.0,2.0,97215,Richmond,45.50688553,-122.6125717
252 Northeast 61st Avenue,111.28738256597315,580000,3.0,3.0,97213,North Tabor,45.52502823,-122.6004868
15620 Northwest Linder Street,110.14440960379545,513100,3.0,3.0,97229,North Bethany,45.56818008,-122.8378067
5833 Southeast 41st Avenue,39.30182207888504,575000,2.0,2.0,97202,Southeast Portland,45.4801178,-122.6209335
7405 Northeast Skidmore Street,90.60594221875417,522000,2.0,3.0,97218,Roseway,45.55400085,-122.5864334
6930 Southwest 36th Avenue,92.09623060901035,535000,2.0,3.0,97219,Southwest Portland,45.47426224,-122.7138977
850 Southwest Mozart Terrace,155.82103457943205,498000,3.0,4.0,97225,Cedar Mill,45.51343536,-122.7707367
9203 North Polk Avenue,11.445256322563097,524000,1.0,2.0,97203,North Portland,45.59270477,-122.7437134
1530 Northeast 140th Avenue,111.1288763906857,525000,3.0,3.0,97230,Northeast Portland,45.53416443,-122.5189514
7821 Southeast Lambert Street,208.17749373442996,599900,3.0,5.0,97206,Brentwood-Darlington,45.46729279,-122.5827789
4784 North Depauw Street,11.445256322563097,500000,1.0,2.0,97203,North Portland,45.57819748,-122.7195816
5003 Southwest Baird Street,115.67671847721694,549900,3.0,3.0,97219,Southwest Portland,45.45772171,-122.7285767
15644 Northwest Linder Street,110.14440960379545,516510,3.0,3.0,97229,North Bethany,45.56817627,-122.8379517
6817 Southwest 54th Avenue,92.09623060901035,520000,2.0,3.0,97219,Southwest Portland,45.47490311,-122.7327805
800 Northeast 52nd Avenue,90.53949567661573,526500,2.0,3.0,97213,Rose City Park,45.52915192,-122.6097641
1829 Southwest Canby Street,39.244480224270774,500000,2.0,2.0,97219,Southwest Portland,45.46920776,-122.6971588
1915 North Watts Street,140.3487750824666,486000,2.0,4.0,97217,North Portland,45.58111954,-122.6861115
607 Northeast 151st Avenue,199.6252414943689,561000,2.0,5.0,97230,Wilkes,45.52744293,-122.5075302
5315 Southeast Lafayette Street,81.92843471693976,522000,2.0,3.0,97206,Foster - Powell,45.49703217,-122.6077652
2538 North Winchell Street,11.064786444780864,480000,1.0,2.0,97217,North Portland,45.58034515,-122.6933517
8116 Southwest 9th Avenue,144.94798099374992,608000,2.0,4.0,97219,Southwest Portland,45.46573639,-122.6874084
356 Northeast 108th Place,159.1941749401819,515900,3.0,4.0,97220,Hazelwood,45.52529144,-122.5510406
11226 Southwest 65th Avenue,15.663992356064199,485000,1.0,2.0,97219,Southwest Portland,45.44405746,-122.7433777
12019 Northeast Thompson Street,89.1352888896464,480000,2.0,3.0,97220,Parkrose Heights,45.53888321,-122.5392151
6024 North Wilbur Avenue,11.064786444780864,510000,1.0,2.0,97217,North Portland,45.56681442,-122.6932678
8611 North Drummond Avenue,140.3487750824666,510000,2.0,4.0,97217,North Portland,45.58525085,-122.6997757
5403 Southeast 62nd Avenue,163.41888900354516,525000,3.0,4.0,97206,Mount Scott - Arleta,45.48371887,-122.5998383
8322 Southwest Capitol Highway,92.09623060901035,520000,2.0,3.0,97219,Southwest Portland,45.46457672,-122.7176285
5212 Northeast 15th Avenue,93.62877813649446,495000,2.0,3.0,97211,Vernon,45.56061172,-122.6494064
3361 North Baldwin Street,111.0775125659336,490000,3.0,3.0,97217,North Portland,45.57859039,-122.7016678
9266 Southwest Chopin Lane,102.96928419469249,536000,3.0,3.0,97225,Cedar Mill,45.51306534,-122.771904
6415 Northeast Alameda Street,172.6625085778883,625000,1.0,5.0,97213,Rose City Park,45.5424881,-122.5969849
3903 Southeast Franklin Court,113.91310255971386,520000,3.0,3.0,97202,Richmond,45.49874496,-122.622406
7415 North Chautauqua Boulevard,87.49702469772703,610000,2.0,3.0,97217,North Portland,45.57660675,-122.7083435
5215 Southwest 26th Drive,91.5527022121786,588100,2.0,3.0,97239,Southwest Portland,45.48532486,-122.7070923
416 Southeast 86th Avenue,86.41139359016358,549900,2.0,3.0,97216,Montavilla,45.51958084,-122.5746689
5105 North Yale Street,11.445256322563097,510000,1.0,2.0,97203,North Portland,45.57648849,-122.7244186
7316 Southeast Hawthorne Boulevard,144.65202939042354,635000,2.0,4.0,97215,Southeast Portland,45.51204681,-122.5872192
9471 Southwest 51st Avenue,92.09623060901035,515000,2.0,3.0,97219,Southwest Portland,45.45680237,-122.7296829
2116 Northeast 149th Avenue,41.069990340150184,520100,2.0,2.0,97230,Wilkes,45.53793716,-122.5076218
1646 North Killingsworth Street,88.81216086647844,570000,2.0,3.0,97217,Overlook,45.56245041,-122.6844025
3546 Southwest Hillside Drive,39.19012738458761,535000,2.0,2.0,97221,Southwest Portland,45.50082397,-122.7131653
2015 Northeast 37th Avenue,82.27119780125616,635000,2.0,3.0,97212,Grant Park,45.5373497,-122.6253128
18035 Northwest Sylvania Lane,101.34311370522836,508000,3.0,3.0,97229,Bethany,45.56132126,-122.863121
3817 Southwest Pasadena Street,117.49767624933426,544000,3.0,3.0,97219,West Portland Park,45.44628906,-122.7164459
2309 Northeast Weidler Street,92.04643011308927,570000,2.0,3.0,97232,Sullivan's Gulch,45.5345192,-122.6418991
7330 North Jordan Avenue,11.445256322563097,500000,1.0,2.0,97203,North Portland,45.57886887,-122.720253
7438 Southwest Capitol Highway,139.25720634542353,535000,4.0,3.0,97219,Southwest Portland,45.47007751,-122.7074051
4407 Southeast 75th Avenue,58.34794684873319,485000,1.0,3.0,97206,Foster - Powell,45.4908905,-122.5860672
3316 Southeast 55th Avenue,91.94370246358507,550000,2.0,3.0,97206,South Tabor,45.49856186,-122.6057053
5726 North Burrage Avenue,88.81216086647844,600000,2.0,3.0,97217,Overlook,45.56498337,-122.6942673
7137 Northeast Klickitat Street,37.890073933222524,525000,2.0,2.0,97213,Roseway,45.5466423,-122.5891647
1207 Southwest Spring Garden Street,15.663992356064199,540000,1.0,2.0,97219,Southwest Portland,45.46371841,-122.6906357
8512 North Saint Johns Avenue,164.30973282845542,520000,3.0,4.0,97203,North Portland,45.59730148,-122.7582397
6805 Southwest 42nd Avenue,92.09623060901035,620000,2.0,3.0,97219,Southwest Portland,45.47542572,-122.7200165
4824 Northeast 7th Avenue,8.192915343634851,565000,1.0,2.0,97211,King,45.55771637,-122.6582489
1302 Southeast Birch Street,84.64478865772944,650000,2.0,3.0,97214,Ladd's Addition,45.50720215,-122.6524124
10020 Southwest 36th Court,93.91718838112769,551000,2.0,3.0,97219,West Portland Park,45.45248413,-122.7135544
15923 Northwest Rondos Drive,101.34311370522836,590000,3.0,3.0,97229,Bethany,45.56044769,-122.8413086
934 North Humboldt Street,116.76828721426003,500000,1.0,4.0,97217,North Portland,45.55807877,-122.6766891
6501 Southeast 135th Avenue,141.65338087759375,480000,2.0,4.0,97236,Pleasant Valley,45.47565079,-122.5247345
1911 Southwest Marigold Street,138.4734644706661,506000,2.0,4.0,97219,Markham,45.46073914,-122.697525
5254 Northeast 43rd Avenue,57.010186603902284,576000,1.0,3.0,97218,Cully,45.56105804,-122.6191101
14947 Northwest Rossetta Street,110.14440960379545,540000,3.0,3.0,97229,North Bethany,45.57022095,-122.8307877
5039 South Vermont Street,59.0062965975244,629000,1.0,3.0,97219,Hayhurst,45.47660065,-122.7291718
4515 Southeast 67th Avenue,158.3606729698859,559900,3.0,4.0,97206,Foster - Powell,45.48997116,-122.5946426
9024 Southwest 52nd Avenue,92.09623060901035,515000,2.0,3.0,97219,Southwest Portland,45.4598732,-122.7300873
850 Northeast 74th Avenue,86.49292284968834,590000,2.0,3.0,97213,Montavilla,45.52896118,-122.5865097
2600 North Baldwin Street,87.49702469772703,600000,2.0,3.0,97217,North Portland,45.57825851,-122.693573
2219 Southwest Sunset Drive,38.70095182743903,620000,2.0,2.0,97239,Southwest Portland,45.483181,-122.6998215
12917 Northeast Pacific Street,158.92241074176604,625000,3.0,4.0,97230,Hazelwood,45.52930832,-122.5300369
608 Southwest Orchid Street,144.94798099374992,563012,2.0,4.0,97219,Southwest Portland,45.45856476,-122.685257
7047 Southwest 15th Avenue,221.38021924669607,650000,3.0,5.0,97219,Southwest Portland,45.47294235,-122.6943741
17285 Northwest Stoller Drive,154.19486408996795,642000,3.0,4.0,97229,Bethany,45.55530548,-122.8550949
2009 Southwest Broadleaf Drive,92.09623060901035,650000,2.0,3.0,97219,Southwest Portland,45.4535141,-122.6996536
2911 Northeast Emerson Street,80.18601718941613,602500,2.0,3.0,97218,Concordia,45.5616951,-122.6355209
7308 Southeast Harrison Court,68.21979113747739,565297,1.0,3.0,97215,Southeast Portland,45.50829315,-122.5876465
4625 Southwest 55th Place,92.04187776932719,520000,2.0,3.0,97221,Southwest Portland,45.48970413,-122.73452
3105 Northeast 77th Avenue,67.16133644975554,603000,1.0,3.0,97213,Roseway,45.54470444,-122.5842056
2606 Southeast 16th Avenue,84.161591130443,650000,2.0,3.0,97202,Hosford-Abernethy,45.50404358,-122.6493683
4521 Southwest Brugger Street,115.67671847721694,523500,3.0,3.0,97219,Southwest Portland,45.45632553,-122.7234268
15588 Northwest Linder Street,110.14440960379545,485935,3.0,3.0,97229,North Bethany,45.56844711,-122.8377075
452 Northeast 85th Avenue,109.8831757790038,535000,3.0,3.0,97220,Montavilla,45.5260849,-122.5757675
7040 Southwest Terwilliger Boulevard,15.663992356064199,520000,1.0,2.0,97219,Southwest Portland,45.47345352,-122.6841507
4445 Southeast Lexington Street,92.04486678425826,548600,2.0,3.0,97206,Southeast Portland,45.46653748,-122.6162262
4617 Southwest Pomona Street,93.91718838112769,487000,2.0,3.0,97219,West Portland Park,45.44559097,-122.7244034
2331 Northeast 49th Avenue,90.53949567661573,645000,2.0,3.0,97213,Rose City Park,45.53959656,-122.6132584
6345 North Depauw Street,35.02574419076967,610000,2.0,2.0,97203,North Portland,45.58321762,-122.7329407
8428 Southwest 42nd Avenue,92.09623060901035,555000,2.0,3.0,97219,Southwest Portland,45.46376038,-122.7201996
3305 Northeast 83rd Avenue,87.82015272089501,515000,2.0,3.0,97220,Northeast Portland,45.54647446,-122.5780411
1386 Southwest Taylors Ferry Court,168.52846886195653,600000,3.0,4.0,97219,Southwest Portland,45.45909882,-122.691452
14622 Northwest Cosmos Street,162.99615998853503,620000,3.0,4.0,97229,North Bethany,45.57145309,-122.8275299
9568 North Tioga Avenue,164.30973282845542,540000,3.0,4.0,97203,North Portland,45.59608841,-122.7402878
3406 Northeast 64th Avenue,114.11998354482232,640000,3.0,3.0,97213,Rose City Park,45.54756927,-122.5970383
3736 Southwest Condor Lane,62.28143969564561,565000,3.0,2.0,97239,Southwest Portland,45.49578476,-122.6793671
7434 North Haven Avenue,87.87749457550925,620000,2.0,3.0,97203,North Portland,45.57987213,-122.7206192
3221 Southwest Primrose Street,92.09623060901035,551600,2.0,3.0,97219,Southwest Portland,45.45973969,-122.7101364
10339 Northeast Shaver Street,111.40064058910158,565000,3.0,3.0,97220,Northeast Portland,45.55239105,-122.5558853
4047 Southwest Fairvale Drive,29.68068124130822,517575,2.0,2.0,97221,Hayhurst,45.48448563,-122.7188797
6208 Southeast 72nd Avenue,139.8384011353386,509000,2.0,4.0,97206,Mount Scott - Arleta,45.47796631,-122.5890579
722 Northeast Morgan Street,42.09216392050628,500000,2.0,2.0,97211,Woodlawn,45.57425308,-122.6577682
2633 Southwest Orchard Hill Lane,120.67717972806908,640000,3.0,3.0,97035,Southwest Portland,45.43587112,-122.7041779
