google_address,Predicted AirBNB Price,Zillow List Price,Bathrooms,Bedrooms,Zipcode,Neighborhood,Lat,Long
1027 Southwest 177th Terrace,86.04858251650592,415000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.51220322,-122.8594437
1215 Northwest 180th Avenue,98.99761556267357,390000,2.0,3.0,97006,Triple Creek,45.52840424,-122.8630524
49 Southwest Horton Way,175.4298538156197,435000,3.0,4.0,97006,Triple Creek,45.51952362,-122.8587799
4482 Southwest 179th Avenue,86.02140609666432,367000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48727417,-122.8609085
17322 Southwest Dotterel Lane,120.72996923892124,633000,3.0,3.0,97007,South Cooper Mountain,45.43231201,-122.8553848
5115 Southwest 193rd Place,107.67236815611818,425000,3.0,3.0,97078,Cooper Mountain - Aloha North,45.48288345,-122.8764877
17532 Southwest Corona Lane,162.48082076945207,408000,3.0,4.0,97006,Cooper Mountain - Aloha North,45.51187134,-122.8574295
1122 Southwest 201st Avenue,109.62907038471249,430000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.51171875,-122.8834839
19856 Southwest Meadowbrook Court,109.6018939648709,410000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.48465729,-122.882431
2895 Southwest 178th Avenue,9.616344263559753,341000,1.0,2.0,97006,Cooper Mountain - Aloha North,45.4988327,-122.8608627
19325 Southwest Hennig Street,86.04858251650592,421000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.51503372,-122.8754044
1168 Northwest Weybridge Way,110.64071359144434,386000,3.0,3.0,97006,Five Oaks,45.527668,-122.8537064
979 Southwest Mindi Terrace,162.56235002897682,407500,3.0,4.0,97003,Cooper Mountain - Aloha North,45.51257324,-122.8876648
4390 Southwest 189th Court,86.02140609666432,335000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48799515,-122.8719177
12237 Southwest Goose Lane,173.58171962366083,610000,3.0,4.0,97007,South Cooper Mountain,45.43156815,-122.855484
16675 Northwest Mission Oaks Drive,216.3442143609235,699000,3.0,5.0,97006,Five Oaks,45.5267868,-122.8488846
19520 Southwest Blaine Street,138.9003329012455,380000,2.0,4.0,97006,Cooper Mountain - Aloha North,45.50582886,-122.8779221
20943 Southwest Edgemont Street,109.71059964423725,462000,3.0,3.0,97003,Cooper Mountain - Aloha North,45.51416779,-122.8921432
18015 Southwest Vincent Street,86.02140609666432,390000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.4887886,-122.8626709
16574 Southwest Friendly Lane,161.34083682220546,654588,3.0,4.0,97007,Bull Mountain,45.42564774,-122.8475418
17320 Southwest Lisa Street,98.99761556267357,457500,2.0,3.0,97006,Triple Creek,45.51630783,-122.8552399
18074 Southwest Lotus Lane,109.62907038471249,381000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.49949265,-122.8629837
19747 Southwest Ashcroft Lane,109.62907038471249,360000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.51328659,-122.8808365
750 Northwest 176th Court,122.57810343088015,405000,3.0,3.0,97006,Triple Creek,45.52524185,-122.8584213
17217 Southwest Kite Lane,173.58171962366083,649962,3.0,4.0,97007,South Cooper Mountain,45.43093109,-122.8542023
19430 Southwest Hennig Street,86.04858251650592,412000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.5145874,-122.8764877
19855 Southwest Rock Drive,133.20955825291907,290000,4.0,3.0,97006,Cooper Mountain - Aloha North,45.50706863,-122.8812332
17940 Southwest Kinnaman Road,109.6018939648709,340000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.48305511,-122.8615494
17358 Southwest Dotterel Lane,173.58171962366083,660000,3.0,4.0,97007,South Cooper Mountain,45.43231964,-122.8558578
4695 Southwest 202nd Avenue,184.10460640906433,520000,4.0,4.0,97078,Cooper Mountain - Aloha North,45.48548889,-122.8858414
19025 Southwest Blamon Court,86.02140609666432,430000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.49174118,-122.8726196
20340 Southwest Newcastle Place,86.02140609666432,435500,2.0,3.0,97007,Cooper Mountain - Aloha North,45.4776001,-122.8865051
17018 Southwest Berkeley Lane,133.20955825291907,290000,4.0,3.0,97006,Cooper Mountain - Aloha North,45.50638962,-122.8523483
20617 Southwest Pike Street,86.02140609666432,385000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.49041748,-122.8896408
20410 Southwest Deline Street,162.45364434961047,405000,3.0,4.0,97007,Cooper Mountain - Aloha North,45.48124695,-122.8878021
12170 Southwest 173rd Terrace,197.16220749186738,789900,4.0,4.0,97007,South Cooper Mountain,45.43212509,-122.8545837
16944 SW Lemongrass Lane,102.61897975168293,482000,3.0,3.0,97223,Bull Mountain,45.42629623,-122.8511963
17940 Southwest Frances Street,138.9003329012455,420000,2.0,4.0,97006,Cooper Mountain - Aloha North,45.50854492,-122.8616409
19686 Southwest Oak Street,62.44091822845774,280000,1.0,3.0,97007,Cooper Mountain - Aloha North,45.47599411,-122.8800583
18350 Southwest Jaylee Street,86.02140609666432,450000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48263168,-122.8655396
20771 Southwest Eggert Way,109.6018939648709,457000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.48823929,-122.8903198
18680 Southwest Madeline Street,86.02140609666432,370000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48114395,-122.8692474
16952 SW Lemongrass Lane,155.4707301364225,492911,3.0,4.0,97223,Bull Mountain,45.42629623,-122.8514481
5017 Southwest Wentworth Terrace,109.6018939648709,344000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.48353958,-122.8511963
5041 Southwest Wentworth Terrace,109.6018939648709,344000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.48325729,-122.8511887
12130 Southwest 173rd Terrace,197.16220749186738,794400,4.0,4.0,97007,South Cooper Mountain,45.43264008,-122.8545685
20527 Southwest Venice Court,162.45364434961047,458000,3.0,4.0,97007,Cooper Mountain - Aloha North,45.48499298,-122.888382
3160 Southwest 174th Avenue,109.62907038471249,420000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.49700928,-122.856369
21879 Southwest Regal Court,86.04858251650592,345000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.50170135,-122.9012146
17412 Southwest Dotterel Lane,173.58171962366083,660000,3.0,4.0,97007,South Cooper Mountain,45.43231583,-122.8561783
17344 Southwest Dotterel Lane,120.72996923892124,624000,3.0,3.0,97007,South Cooper Mountain,45.43231201,-122.8557053
2774 Southwest 198th Avenue,86.13011177603067,389000,2.0,3.0,97003,Cooper Mountain - Aloha North,45.49970627,-122.8806534
17527 Southwest Rose Petal Lane,109.62907038471249,373000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.50935364,-122.8574142
4035 Southwest 188th Avenue,62.44091822845774,383000,1.0,3.0,97007,Cooper Mountain - Aloha North,45.49065781,-122.8710938
17436 Southwest Dotterel Lane,173.58171962366083,650000,3.0,4.0,97007,South Cooper Mountain,45.43231964,-122.8564987
17312 Southwest Kite Lane,120.72996923892124,444950,3.0,3.0,97007,South Cooper Mountain,45.43027496,-122.8549957
17740 Southwest Beaver Court,86.04858251650592,370000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.50648117,-122.8587952
20857 Southwest Ravenswood Street,109.6018939648709,409000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.47634888,-122.8939514
17400 Southwest Dotterel Lane,120.72996923892124,607500,3.0,3.0,97007,South Cooper Mountain,45.43231964,-122.8560181
17849 Southwest Pars Place,186.03413221781705,400000,4.0,4.0,97007,Cooper Mountain - Aloha North,45.48298645,-122.8611984
5175 Southwest 191st Court,86.02140609666432,350000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48237228,-122.8740921
4682 Southwest 173rd Avenue,86.02140609666432,400000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48611832,-122.8533096
19155 Southwest Jaylee Street,215.30539473435005,410000,3.0,5.0,97007,Cooper Mountain - Aloha North,45.48298264,-122.874321
17424 Southwest Dotterel Lane,120.72996923892124,605000,3.0,3.0,97007,South Cooper Mountain,45.43231964,-122.8563385
5369 Southwest Golden Gate Way,56.75014358013133,269250,3.0,2.0,97007,Cooper Mountain - Aloha North,45.48114395,-122.8554916
18288 Southwest Orlov Court,109.6018939648709,363000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.48799133,-122.865036
12070 Southwest Turnstone Avenue,168.92816087269432,570000,3.0,4.0,97007,Neighbors Southwest,45.43255997,-122.8401031
7652 Southwest 150th Place,96.64365976734874,490000,2.0,3.0,97007,Sexton Mountain,45.46401978,-122.8332138
11590 Southwest Cardinal Terrace,175.6789939379561,575000,3.0,4.0,97008,Vose,45.46266937,-122.7962265
14605 Southwest Bonanza Court,96.64365976734874,473000,2.0,3.0,97007,Sexton Mountain,45.46350098,-122.8270111
12303 Southwest Goose Lane,120.72996923892124,590900,3.0,3.0,97007,South Cooper Mountain,45.43118286,-122.8549576
7080 Southwest Tierra Del Mar Drive,152.32801113093748,380000,2.0,4.0,97007,West Beaverton,45.46856308,-122.8272552
9055 Southwest 157th Avenue,120.22414763555531,460000,3.0,3.0,97007,Sexton Mountain,45.4544487,-122.8378601
13045 Southwest Cottontail Lane,149.87289101493946,476000,2.0,4.0,97008,South Beaverton,45.44388199,-122.8110886
10080 Southwest Foxtrot Terrace,173.45337888314606,538000,3.0,4.0,97008,South Beaverton,45.44703674,-122.8236008
15395 Southwest Fossil Lane,67.37239725081574,310000,3.0,2.0,97007,Sexton Mountain,45.45120239,-122.8349609
14837 Southwest Citrine Loop,173.0758980202949,538500,3.0,4.0,97007,Sexton Mountain,45.45749283,-122.8299255
12610 Southwest Tiger Lilly Lane,88.82683065567191,428000,2.0,3.0,97008,Highland,45.46866608,-122.8067932
12635 Southwest Galloway Court,120.60162849840647,493800,3.0,3.0,97008,South Beaverton,45.44552231,-122.8069763
9965 Southwest Steeplechase Circle,173.45337888314606,671000,3.0,4.0,97008,South Beaverton,45.4479332,-122.8218842
9375 Southwest Galena Way,173.0758980202949,525000,3.0,4.0,97007,Sexton Mountain,45.45220184,-122.8387909
11750 Southwest Clifford Street,99.24675568500996,459900,2.0,3.0,97008,Vose,45.46693039,-122.7980957
9275 Southwest Bradley Place,87.91635176961324,473500,2.0,3.0,97008,Greenway,45.45277405,-122.7983475
11410 Southwest Bel Aire Lane,122.82724355321653,365000,3.0,3.0,97008,Vose,45.46242523,-122.7944641
14980 Southwest Ruby Street,173.0758980202949,530000,3.0,4.0,97007,Sexton Mountain,45.45492935,-122.830986
7975 Southwest Gleneden Court,173.0758980202949,574900,3.0,4.0,97007,Sexton Mountain,45.46237946,-122.8359909
6355 Southwest Spruce Avenue,224.66686507596626,775000,3.0,5.0,97005,Raleigh West,45.47418213,-122.7729263
11620 Southwest Camden Lane,152.09850606974953,520000,2.0,4.0,97008,Vose,45.47054672,-122.7985229
13345 Southwest Angora Lane,97.02114063019988,475000,2.0,3.0,97008,South Beaverton,45.44539261,-122.8141403
15607 Southwest Hearth Court,173.0758980202949,525000,3.0,4.0,97007,Sexton Mountain,45.46186066,-122.8371811
12175 Southwest Bruce Lane,152.09850606974953,470000,2.0,4.0,97008,Vose,45.47298813,-122.8023911
12020 Southwest Camden Lane,46.39500530027037,250000,2.0,2.0,97008,Vose,45.4697876,-122.8006821
11560 Southwest Camden Lane,75.66626781680337,388500,1.0,3.0,97008,Vose,45.47054291,-122.798912
15640 Southwest Snowy Owl Lane,168.92816087269432,510000,3.0,4.0,97007,Neighbors Southwest,45.43624878,-122.8382339
11700 Southwest Camden Lane,75.66626781680337,407000,1.0,3.0,97008,Vose,45.47071457,-122.797905
12060 Southwest Gault Court,164.3485900225594,469900,3.0,4.0,97008,Greenway,45.44819641,-122.8008041
6350 Southwest Chestnut Lane,118.96336430648708,552000,3.0,3.0,97005,Raleigh West,45.47425842,-122.7734528
9940 Southwest 153rd Avenue,173.0758980202949,520000,3.0,4.0,97007,Sexton Mountain,45.44820786,-122.8338089
11595 Southwest Butte Lane,175.6789939379561,465000,3.0,4.0,97008,Vose,45.46793365,-122.796196
15185 Southwest Ivy Glenn Court,46.624510361458334,383000,2.0,2.0,97007,West Beaverton,45.47324371,-122.8336487
13045 Southwest Santa Anita Court,97.02114063019988,501000,2.0,3.0,97008,South Beaverton,45.44852448,-122.8114853
14065 Southwest Stallion Drive,97.02114063019988,462000,2.0,3.0,97008,South Beaverton,45.45185089,-122.8214645
13195 Southwest Pimlico Terrace,173.45337888314606,475000,3.0,4.0,97008,South Beaverton,45.45004272,-122.8128738
10230 137th,120.60162849840647,603000,3.0,3.0,97008,South Beaverton,45.44588852,-122.8179398
14434 Southwest Rancher Lane,173.45337888314606,515000,3.0,4.0,97008,South Beaverton,45.44656372,-122.8251038
7790 Southwest 141st Avenue,218.11081929335762,620000,3.0,5.0,97008,Highland,45.46385193,-122.8217392
14340 Southwest Wilson Court,165.25906890861808,530000,3.0,4.0,97008,Highland,45.4636879,-122.8250427
10465 Southwest 135th Avenue,173.45337888314606,533780,3.0,4.0,97008,South Beaverton,45.44422531,-122.8154602
8490 Southwest Parkview Loop,87.91635176961324,425000,2.0,3.0,97008,Greenway,45.4587059,-122.7979813
9755 Southwest 130th Avenue,97.02114063019988,434250,2.0,3.0,97008,South Beaverton,45.44923782,-122.8108902
13890 Southwest Hart Road,165.25906890861808,575000,3.0,4.0,97008,Highland,45.46560287,-122.8200226
8965 Southwest Ivory Street,173.0758980202949,565000,3.0,4.0,97007,Sexton Mountain,45.45413589,-122.8360596
11920 Southwest Chukar Terrace,116.07641048795473,366500,3.0,3.0,97007,Neighbors Southwest,45.43373871,-122.8340454
7170 Southwest Bel Aire Drive,152.09850606974953,499000,2.0,4.0,97008,Vose,45.46796799,-122.7912598
12710 Southwest Tarpan Drive,97.02114063019988,165500,2.0,3.0,97008,South Beaverton,45.4437027,-122.8076477
11555 Southwest Cardinal Terrace,175.6789939379561,445000,3.0,4.0,97008,Vose,45.46323013,-122.7958755
6245 Southwest 130th Avenue,88.82683065567191,215000,2.0,3.0,97008,Highland,45.47485352,-122.8110123
7826 Southwest Barnard Drive,173.0758980202949,505000,3.0,4.0,97007,Sexton Mountain,45.46312332,-122.8382339
9285 Southwest Chelan Place,87.91635176961324,294500,2.0,3.0,97008,Greenway,45.45343018,-122.8047943
12190 Southwest Burnett Court,87.91635176961324,479415,2.0,3.0,97008,Greenway,45.45179749,-122.8023071
13025 Southwest Combine Street,97.02114063019988,428000,2.0,3.0,97008,South Beaverton,45.44539642,-122.8111343
13348 Southwest Gallop Court,120.60162849840647,475000,3.0,3.0,97008,South Beaverton,45.45574188,-122.8139267
15055 Southwest Daphne Court,175.90849899914406,652500,3.0,4.0,97007,West Beaverton,45.47377396,-122.8314972
15735 Southwest Starling Lane,168.92816087269432,452500,3.0,4.0,97007,Neighbors Southwest,45.42878342,-122.8387756
14355 Southwest Kimberly Drive,88.82683065567191,540000,2.0,3.0,97008,Highland,45.46518707,-122.8240814
9015 Southwest Ivory Street,173.0758980202949,550000,3.0,4.0,97007,Sexton Mountain,45.45419693,-122.8352966
11606 Southwest Grosbeak Terrace,63.224660103215164,338000,3.0,2.0,97007,Neighbors Southwest,45.4360199,-122.8244553
10110 Southwest Marjorie Lane,86.39888695951547,523000,2.0,3.0,97008,Denney Whitford,45.46476746,-122.7808762
7130 Southwest Juniper Terrace,88.82683065567191,475000,2.0,3.0,97008,Highland,45.46845245,-122.8077469
13338 Southwest Gallop Court,67.7498781136669,495000,3.0,2.0,97008,South Beaverton,45.45586777,-122.813652
13030 Southwest Weir Road,173.45337888314606,446000,3.0,4.0,97008,South Beaverton,45.44743729,-122.8113556
6511 Southwest 153rd Avenue,99.47626074619791,471000,2.0,3.0,97007,West Beaverton,45.47276688,-122.8355865
8830 Southwest Rebecca Lane,164.3485900225594,550000,3.0,4.0,97008,Greenway,45.45593262,-122.8022995
8330 Southwest Sexton Mountain Court,173.45337888314606,630000,3.0,4.0,97008,South Beaverton,45.45953751,-122.8210373
11510 Southwest Welch Court,87.91635176961324,490000,2.0,3.0,97008,Greenway,45.44919968,-122.7952881
6656 Southwest Sussex Street,122.82724355321653,188226,3.0,3.0,97008,Vose,45.47175217,-122.8022537
11755 Southwest Bruce Drive,99.24675568500996,430500,2.0,3.0,97008,Vose,45.47275925,-122.7978821
11490 Southwest Cardinal Terrace,175.6789939379561,613000,3.0,4.0,97008,Vose,45.46296692,-122.7953796
15572 Southwest Thrush Lane,168.92816087269432,630000,3.0,4.0,97007,Neighbors Southwest,45.43535995,-122.8369751
13300 Southwest Whistling Way,165.25906890861808,515000,3.0,4.0,97008,Highland,45.47302628,-122.8135834
15180 Southwest Obsidian Street,173.0758980202949,475000,3.0,4.0,97007,Sexton Mountain,45.4486084,-122.8316956
13350 Southwest Snowshoe Lane,173.45337888314606,578335,3.0,4.0,97008,South Beaverton,45.44425201,-122.814064
8545 Southwest Sorrento Road,149.87289101493946,535000,2.0,4.0,97008,South Beaverton,45.45820236,-122.8082886
6925 Southwest 152nd Avenue,46.624510361458334,375000,2.0,2.0,97007,West Beaverton,45.46981812,-122.833931
8420 Southwest Sorrento Road,87.91635176961324,530000,2.0,3.0,97008,Greenway,45.45908737,-122.8076935
14075 Southwest Maverick Court,173.45337888314606,565000,3.0,4.0,97008,South Beaverton,45.45917892,-122.8216248
15820 Southwest Barnard Court,96.64365976734874,430000,2.0,3.0,97007,Sexton Mountain,45.46216202,-122.8394547
7955 Southwest Hall Boulevard,217.20034040729897,472500,3.0,5.0,97008,Greenway,45.46228027,-122.8003464
11935 Southwest Sagehen Street,116.07641048795473,360000,3.0,3.0,97007,Neighbors Southwest,45.43360138,-122.8352203
13830 Southwest Cherryhill Drive,88.82683065567191,451000,2.0,3.0,97008,Highland,45.47123718,-122.8198242
12920 Southwest Scout Drive,249.88561713609218,570000,4.0,5.0,97008,South Beaverton,45.45153809,-122.8092422
14890 Southwest Osprey Court,139.65689835616132,460000,4.0,3.0,97007,Neighbors Southwest,45.44216919,-122.8300323
6920 Southwest 130th Avenue,88.82683065567191,460000,2.0,3.0,97008,Highland,45.4696846,-122.8102417
9395 Southwest Buckskin Terrace,173.45337888314606,530000,3.0,4.0,97008,South Beaverton,45.45207977,-122.8176727
7596 Southwest Cresmoor Drive,122.82724355321653,425000,3.0,3.0,97008,Vose,45.46445847,-122.8008118
10340 Southwest Dunlin Place,168.92816087269432,480000,3.0,4.0,97007,Neighbors Southwest,45.44499969,-122.8312531
9805 Southwest Dapplegrey Loop,173.45337888314606,585000,3.0,4.0,97008,South Beaverton,45.44913483,-122.8248749
13410 Southwest Whistling Way,165.25906890861808,450000,3.0,4.0,97008,Highland,45.47293091,-122.8143845
13180 Southwest Juanita Place,97.02114063019988,405000,2.0,3.0,97008,South Beaverton,45.45896912,-122.8125
13875 Southwest Cherryhill Drive,88.82683065567191,405000,2.0,3.0,97008,Highland,45.47139359,-122.8204269
11310 Southwest Pintail Loop,168.92816087269432,492500,3.0,4.0,97007,Neighbors Southwest,45.43825531,-122.8332214
9960 Southwest Old Weir Road,173.45337888314606,520000,3.0,4.0,97008,South Beaverton,45.44790649,-122.825531
13408 Southwest Gallop Court,120.60162849840647,495000,3.0,3.0,97008,South Beaverton,45.45569229,-122.8148346
9875 Southwest Hialeah Place,97.02114063019988,515000,2.0,3.0,97008,South Beaverton,45.44892502,-122.8131409
13140 Southwest Snowshoe Lane,120.60162849840647,501000,3.0,3.0,97008,South Beaverton,45.44418335,-122.8120422
11663 Southwest Auklet Loop,116.07641048795473,365000,3.0,3.0,97007,Neighbors Southwest,45.43553162,-122.8240204
13625 Southwest 23rd Street,88.82683065567191,418000,2.0,3.0,97008,Highland,45.47150421,-122.8172531
